完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6
1731-406DA16-1,1,1,MC-1731-406DA16,1,1,MA-1731-406DA16,0,0,,0,0,,0,0,,0,0,
1731-406DA17-1,1,1,MC-1731-406DA17,1,1,MA-1731-406DA17,0,0,,0,0,,0,0,,0,0,
1731-406DA18-1,1,1,MC-1731-406DA18,1,1,MA-1731-406DA18,0,0,,0,0,,0,0,,0,0,
5142-601AA33-JTEC,1,1,LA-165-601GA35-L2-JTEC,1,1,MA-165-601GA35,0,0,,0,0,,0,0,,0,0,
5172-601AA33-JTEC,1,1,LA-165-601GA35-L2-JTEC,1,1,MA-165-601GA35,0,0,,0,0,,0,0,,0,0,
12Q-411BA36-JTEC,1,1,LA-12Q-411BA36-MC-JTEC,1,1,MA-12Q-411BA36,0,0,,0,0,,0,0,,0,0,
12Q-411BA40-JTEC,1,1,LA-12Q-411BA40-MC-JTEC,1,1,MA-12Q-411BA40,0,0,,0,0,,0,0,,0,0,
12Q-411BAB42-JTEC,1,1,LA-12Q-411BA42-MC-JTEC,1,1,MA-12Q-411BAB42,0,0,,0,0,,0,0,,0,0,
12Q-411FB38-JTEC,1,1,LA-12Q-411FA38-MC-JTEC,1,1,MA-12Q-411FA38,0,0,,0,0,,0,0,,0,0,
12Q-411GA31-JTEC,1,1,LA-12Q-411GA31-MC-JTEC,1,1,MA-12Q-411GA31,0,0,,0,0,,0,0,,0,0,
12Q-411MB31-JTEC,1,1,LA-12Q-411MA31-MC-JTEC,1,1,MA-12Q-411MA31,0,0,,0,0,,0,0,,0,0,
12Q-411NB31-JTEC,1,1,LA-12Q-411NA31-MC-JTEC,1,1,MA-12Q-411NA31,0,0,,0,0,,0,0,,0,0,
161-402CA38-JTEC,1,1,MC-161-402CA38-JTEC,1,1,MA-161-402CA38,0,0,,0,0,,0,0,,0,0,
161-402CA38-L1-JTEC,1,1,MC-161-402CA38-L1-JTEC,1,1,MA-161-402CA38,0,0,,0,0,,0,0,,0,0,
3139-652CA36,1,4,L1-720-65236-DRUM,1,1,MA-720-65236-DRUM,0,0,,0,0,,0,0,,0,0,
3922-601FA34,1,1,L1-748-601AA34,1,1,MA-748-601AA34,0,0,,0,0,,0,0,,0,0,
3922-652AA34,1,3,L1-3922-652AA34-DRUM,1,1,MA-3922-652AA34-DRUM,0,0,,0,0,,0,0,,0,0,
3922-502KA34,1,1,PL-3922-502KA34,1,1,L1-3922-502AC34,1,1,MA-600-502AA34,0,0,,0,0,,0,0,
3139-601FA36,1,1,PL-3139-601FA36,21,1,MA-RV-0173,0,0,,0,0,,0,0,,0,0,
5165-502EA38,1,1,PL-5165-502EA38,1.3,1,L1-474-502AA34,1,1,MA-474-502AA34,0,0,,0,0,,0,0,
3166-652AA22,1,4,L1-720-65222-DRUM,1,1,MA-720-65222-DRUM,0,0,,0,0,,0,0,,0,0,
5154-601AA32,1,1,LA-165-601HA32-L2,1,1,L1-165-601BA34,1,1,MA-165-601BA34,0,0,,0,0,,0,0,
161-404AEC,1,1,MC-161-404AEC,1,1,MA-161-404AEC,0,0,,0,0,,0,0,,0,0,
479-502EB30,1,1,L1-474-502AA30,1,1,MA-474-502AA30,0,0,,0,0,,0,0,,0,0,
3557-601EA30,1,1,L1-3557-601AA30,1,1,MA-3557-601AA30,0,0,,0,0,,0,0,,0,0,
3557-652AA30,1,4,L1-720-65230-DRUM,1,1,MA-720-65230-DRUM,0,0,,0,0,,0,0,,0,0,
3557-502EA30,1,1,PL-3557-502EA30,1,1,L1-4109-502AA30,1,1,MA-4109-502AA30,0,0,,0,0,,0,0,
12Q-411FB38-1,1,1,LA-12Q-411FB38-MC-JTEC,1,1,MA-12Q-411FA38,0,0,,0,0,,0,0,,0,0,
5165-601AA30-1,1,1,LA-165-601BA33-L2-JTEC,1,1,MA-165-601AB33,0,0,,0,0,,0,0,,0,0,
5154-601AA30-1,1,1,LA-165-601BA33-L2-JTEC,1,1,MA-165-601AB33,0,0,,0,0,,0,0,,0,0,
3153-601FA36,1,1,PL-3153-601FA36,19,1,MC-603-601-BLOCK,1,1,MA-603-601-BLOCK,0,0,,0,0,,0,0,
115-103CB38,1,1,MA-115-103BA38,0,0,,0,0,,0,0,,0,0,,0,0,
479-502EB33,1,1,L1-474-502AA33,1,1,MA-474-502AA33,0,0,,0,0,,0,0,,0,0,
478-502EC33,1,1,L1-474-502AA33,1,1,MA-474-502AA33,0,0,,0,0,,0,0,,0,0,
65-405MA300,1,1,L1-65-40531-S,1,1,MA-65-40531-S,0,0,,0,0,,0,0,,0,0,
65-409MA300,1,1,L1-73-40930-S,1,1,MA-73-40930-S,0,0,,0,0,,0,0,,0,0,
TS-5480AA26,1,1,L1-740-40926-S,1,5,MA-740-40926-S,0,0,,0,0,,0,0,,0,0,
TS-5480BA26,1,1,L1-740-40926-S,1,5,MA-740-40926-S,0,0,,0,0,,0,0,,0,0,
3139-601FA38,1,1,PL-3139-601FA38,21,1,MA-RV-0173,0,0,,0,0,,0,0,,0,0,
6111-502AA30,1,1,L1-5517-502AA30,1,1,MA-5517-502AA30,0,0,,0,0,,0,0,,0,0,
6111-602AA30,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,
6111-602BA30,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,
6111-602CA30,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,
6111-602DA30,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,
5181-405AA170,1,1,L1-57-40517-S,1,1,MA-57-40517-S,0,0,,0,0,,0,0,,0,0,
5181-405AA200,1,1,L1-57-40520-S,1,1,MA-57-40520-S,0,0,,0,0,,0,0,,0,0,
5181-409AA170,1,1,L1-59-40917-S,1,1,MA-59-40917-S,0,0,,0,0,,0,0,,0,0,
5181-409AA200,1,1,L1-59-40920-S,1,1,MA-59-40920-S,0,0,,0,0,,0,0,,0,0,
6211-409DA300,1,1,L1-6104-409CA30-S,1,1,MA-6104-409CA30-S,0,0,,0,0,,0,0,,0,0,
6111-502ZA30,1,1,L1-5517-502AA30,1,1,MA-5517-502AA30,0,0,,0,0,,0,0,,0,0,
SPL-2843-13801KA,1,1,MA-K-13801KA,0,0,,0,0,,0,0,,0,0,,0,0,
5181-502AA16,1,1,L1-59-502B16,1,1,MA-59-502B16,0,0,,0,0,,0,0,,0,0,
5181-601AA16,1,1,LA-1751-601AA16-L2,1,1,L1-1751-601AA16,1,1,MA-1751-601AA16,0,0,,0,0,,0,0,
5181-641AA16,1,1,L2-5181-641AA16,1,4,L1-720-65215-DRUM,1,1,MA-720-65215-DRUM,0,0,,0,0,,0,0,
5181-602AA16,1,1,MA-RH-0031A-06E,0,0,,0,0,,0,0,,0,0,,0,0,
5181-602BA16,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
5181-602GA16,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
B336-602CA30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
B336-602CA33,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
B336-602CA34,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
B336-602CA36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
B336-602CA38,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
5181-405AA180,1,1,L1-57-40518-S,1,1,MA-57-40518-S,0,0,,0,0,,0,0,,0,0,
5181-405AA210,1,1,L1-57-40521-S,1,1,MA-57-40521-S,0,0,,0,0,,0,0,,0,0,
5181-409AA180,1,1,L1-59-40918-S,1,1,MA-59-40918-S,0,0,,0,0,,0,0,,0,0,
5181-409AA210,1,1,L1-59-40921-S,1,1,MA-59-40921-S,0,0,,0,0,,0,0,,0,0,
5181-601AA15,1,1,LA-1751-601AA15-L2,1,1,L1-1751-601AA15,1,1,MA-1751-601AA15,0,0,,0,0,,0,0,
1751-401CA24,1,1,LA-1751-401CA24-D,1,1,L1-1751-401CA24,1,1,MA-1751-401CA24,0,0,,0,0,,0,0,
1731-406DA13,1,1,MC-1731-406DA13,1,1,MA-1731-406DA13,0,0,,0,0,,0,0,,0,0,
1731-406DA14,1,1,MC-1731-406DA14,1,1,MA-1731-406DA14,0,0,,0,0,,0,0,,0,0,
5181-501AA15,1,1,L1-1751-501CA15,1,1,MA-1751-501AA15,0,0,,0,0,,0,0,,0,0,
5181-502AA15,1,1,L1-59-502B15,1,1,MA-59-502B15,0,0,,0,0,,0,0,,0,0,
5181-641AA15,1,1,L2-5181-641AA15,1,4,L1-720-65214-DRUM,1,1,MA-720-65214-DRUM,0,0,,0,0,,0,0,
1155-403AB48,1,1,L1-1155-403AA48,1,1,MA-1155-403AA48,0,0,,0,0,,0,0,,0,0,
3239-502AB30,1,1,PL-3239-502AB30,1,1,L1-4109-502AA30,1,1,MA-4109-502AA30,0,0,,0,0,,0,0,
5181-602GA15,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
5181-602AA15,1,1,MA-RH-0031A-06E,0,0,,0,0,,0,0,,0,0,,0,0,
1831-501CB34,1,1,LA-1831-501BA34-DF,1,1,L1-1831-501BA34,1,1,MA-1831-501BA34,0,0,,0,0,,0,0,
3139-652CA32,1,4,L1-720-65232-DRUM,1,1,MA-720-65232-DRUM,0,0,,0,0,,0,0,,0,0,
5165-502EA36,1,1,PL-5165-502EA36,1,1,L1-474-502AA36,1,1,MA-474-502AA36,0,0,,0,0,,0,0,
3145-502BB34,1,1,PL-3145-502BB34,1,1,L1-3153-502AC34,1,1,MA-3153-502AC34,0,0,,0,0,,0,0,
3139-601FA32,1,1,PL-3139-601FA32,19,1,MA-RV-0173,0,0,,0,0,,0,0,,0,0,
5546-502BB38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
600-652BA34,1,4,L1-720-65234-DRUM,1,1,MA-720-65234-DRUM,0,0,,0,0,,0,0,,0,0,
TS-5486KA16,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
TS-5486LA16,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
TS-5486MA16,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
TS-5486NA16,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
3559-601AA34,1,1,L1-3557-601AA34,1,1,MA-3557-601AA34,0,0,,0,0,,0,0,,0,0,
5546-502CB38,1,1,MC-RH-0207D-01AA50,1,52,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5546-502CC38,1,1,MC-RH-0207D-01AA50,1,52,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5546-502EB38,1,1,PL-5546-502EB38,1,1,L1-5546-502AA38,1,1,MA-5546-502AA38,0,0,,0,0,,0,0,
603-601GA34,1,1,PL-603-601GA34,18,1,MC-603-601-BLOCK,1,1,MA-603-601-BLOCK,0,0,,0,0,,0,0,
3558-502AA34,1,1,L1-954-50234,1,1,MA-954-50234,0,0,,0,0,,0,0,,0,0,
3558-601AA34,1,1,L1-3557-601AA34,1,1,MA-3557-601AA34,0,0,,0,0,,0,0,,0,0,
3147-502MA34,1,1,PL-3147-502MA34,1,1,L1-582-502AA34,1,1,MA-582-502AA34,0,0,,0,0,,0,0,
631-60126,1,1,L1-631-60126,1,1,MA-631-60126,0,0,,0,0,,0,0,,0,0,
TS-5486AA16,1,1,PL-TS-5486AA16,1,1,L1-TS-5486AA16,1,1,MA-954-50216,0,0,,0,0,,0,0,
810-410DA160,1,3,LC-810-410CA16-S,1,1,MA-810-410CA16-S,0,0,,0,0,,0,0,,0,0,
960-409BA160,1,1,L1-960-409AA16-S,1,4,MA-740-40916-S,0,0,,0,0,,0,0,,0,0,
TS-5487BA16,1,1,L1-TS-5487BA16-S,1,1,MA-TS-5487BA16-S,0,0,,0,0,,0,0,,0,0,
5546-502AB38,1,1,L1-5546-502AA38,1,1,MA-5546-502AA38,0,0,,0,0,,0,0,,0,0,
5546-502GA38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
3652-501BC30,1,1,LA-3636-501BD30-DF,1,1,L1-3636-501BD30,1,1,MA-3636-501BC30,0,0,,0,0,,0,0,
3652-502EA30,1,1,L1-954-50230,1,1,MA-954-50230,0,0,,0,0,,0,0,,0,0,
479-502AB34,1,1,L1-474-502AA34,1,1,MA-474-502AA34,0,0,,0,0,,0,0,,0,0,
5546-502BC38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5546-502DC38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5546-502FA38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
12Q-411FB36,1,1,LA-12Q-411FA36-MC,1,1,LA-12Q-411FA36-L2,1,1,L1-12Q-411FA36,1,1,MA-12Q-411FA36,0,0,,0,0,
TS-5469FA38,1,1,L1-5546-502AA38,1,1,MA-5546-502AA38,0,0,,0,0,,0,0,,0,0,
279-409ZA330,1,1,L1-79-409B33-S,1,1,MA-79-409B33-S,0,0,,0,0,,0,0,,0,0,
5517-501BA36,1,1,LA-5500-501EB36-DF,1,1,L1-5500-501EB36,1,1,MA-5500-501EB36,0,0,,0,0,,0,0,
5517-501CA36,1,1,LA-5529-501CA36-DF,1,1,L1-5529-501CA36,1,1,MA-5529-501CA36,0,0,,0,0,,0,0,
5517-641AA36,1,4,L1-485-641BA36-DRUM,1,1,MA-485-641BA36-DRUM,0,0,,0,0,,0,0,,0,0,
6104-502AA36,1,1,L1-5517-502AA36,1,1,MA-5517-502AA36,0,0,,0,0,,0,0,,0,0,
6104-409AA360,1,1,L1-5516-409AA36-S,1,1,MA-5516-409AA36-S,0,0,,0,0,,0,0,,0,0,
274-405AB360,1,1,L1-335-405AA36-S,1,1,MA-335-405AA36-S,0,0,,0,0,,0,0,,0,0,
6104-601AA36,1,1,LA-6104-601AA36-L2,1,1,L1-6104-601AA36,1,1,MA-6104-601AA36,0,0,,0,0,,0,0,
3922-502JA32,1,1,L1-3922-502AC32,1,1,MA-600-502AA32,0,0,,0,0,,0,0,,0,0,
3922-601EA32,1,1,L1-748-601AA32,1,2,MA-631-60132-DRUM,0,0,,0,0,,0,0,,0,0,
41-405H340,1,1,L1-57-40534-S,1,1,MA-57-40534-S,0,0,,0,0,,0,0,,0,0,
73-409D340,1,1,L1-57-40934-S,1,1,MA-57-40934-S,0,0,,0,0,,0,0,,0,0,
6104-602AA36,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,
6104-602CA36,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,
6104-602DA36,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,
6104-602EA36,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,
6104-606AA36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
600-502BA30,1,1,PL-600-502BA30,1,1,L1-600-502AA30,1,1,MA-600-502AA30,0,0,,0,0,,0,0,
TS-5504AA19,1,1,L1-5546-502AA19,1,1,MA-5521-502AB19,0,0,,0,0,,0,0,,0,0,
5530-502EA34,1,1,L1-5517-502AA34,1,1,MA-5517-502AA34,0,0,,0,0,,0,0,,0,0,
3538-502ZA34,1,1,L1-954-50234,1,1,MA-954-50234,0,0,,0,0,,0,0,,0,0,
5545-502GC30,1,1,MC-RH-0207D-01AA30,1,81,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5545-502BC30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5545-502CC30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5545-502DC30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5545-502JC30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5545-502LB30,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
3154-608AB18,1,1,L1-603-608AA18,1,4,MA-603-608AA18-DRUM,0,0,,0,0,,0,0,,0,0,
3154-652AB18,1,1,L2-3151-652AB18,1,4,L1-720-65218-DRUM,1,1,MA-720-65218-DRUM,0,0,,0,0,,0,0,
SPL-2843-406AA38,1,1,LA-SPL-2843-406AA38-MC,1,1,LA-SPL-2843-406AA38-D,1,1,L1-SPL-2843-406AA38,1,1,MA-2843-406AA38,0,0,,0,0,
SPL-2843-411BB38,1,1,LA-SPL-2843-411BB38-MC,1,1,LA-SPL-2843-411BB38-L2,1,1,L1-SPL-2843-411BB38,1,1,MA-SPL-2843-411BB38,0,0,,0,0,
3154-601EA20,1,1,L1-3154-601AA20,1,1,MA-3154-601AA20,0,0,,0,0,,0,0,,0,0,
3154-608AA20,1,1,L1-3154-608AA20,1,4,MA-3154-608AA20-DRUM,0,0,,0,0,,0,0,,0,0,
479-502AB36,1,1,L1-474-502AA36,1,1,MA-474-502AA36,0,0,,0,0,,0,0,,0,0,
161-403CB30,1,1,MC-161-403CA30,1,1,L1-161-403CA30,1,1,MA-161-403CA30,0,0,,0,0,,0,0,
161-403CB38,1,1,MC-161-403CA38,1,1,L1-161-403CA38,1,1,MA-161-403CA38,0,0,,0,0,,0,0,
C479-602AA36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
C479-602BA36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
478-409CA360,1,1,L1-478-409AA36-S,1,1,MA-478-409AA36-S,0,0,,0,0,,0,0,,0,0,
6104-502EA30,1,1,L1-5517-502AA30,1,1,MA-5517-502AA30,0,0,,0,0,,0,0,,0,0,
6104-602FA30,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,
19B-406ZA17,1,1,LA-19B-406ZA17-MC,1,1,LA-19B-406ZA17-D,1,1,L1-19B-406ZA17,1,1,MA-19B-406ZA17,0,0,,0,0,
3164-608AA28,1,1,L1-3164-608AA28,1,2,MA-603-608AA28-DRUM,0,0,,0,0,,0,0,,0,0,
479-602BB30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
479-602BD30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
C479-602BD30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
3164-502AB28,1,1,PL-3164-502AB28,1,1,L1-3164-502AA28,1,1,MA-3164-502AA28,0,0,,0,0,,0,0,
3164-601EA28,1,1,PL-3164-601EA28,16,1,MC-603-601-BLOCK,1,1,MA-603-601-BLOCK,0,0,,0,0,,0,0,
479-602BD33,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
479-602BD34,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
479-602BD36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
479-602BD38,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
479-602BD40,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
C479-602BD33,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
C479-602BD34,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
C479-602BD36,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
C479-602BD38,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,
3164-502EA38,1,1,PL-3164-502EA38,1,1,L1-3164-502AA38,1,1,MA-3164-502AA38,0,0,,0,0,,0,0,
81-405KA280,1,1,L1-81-405EA28,1,1,MA-81-40528,0,0,,0,0,,0,0,,0,0,
474-602LA30,1,1,MA-RH-0031A-05D,0,0,,0,0,,0,0,,0,0,,0,0,
1151-406CB44,1,1,L1-1151-406CB44,1,1,MA-1151-406CA44,0,0,,0,0,,0,0,,0,0,
1151-406CB48,1,1,L1-1151-406CB48,1,1,MA-1151-406CA48,0,0,,0,0,,0,0,,0,0,
1151-406DB48,1,1,L1-1151-406DB48,1,1,MA-1151-406DA48,0,0,,0,0,,0,0,,0,0,
3145-502BB30,1,1,PL-3145-502BB30,1,1,L1-3153-502AC30,1,1,MA-600-502AA30,0,0,,0,0,,0,0,
161-403DB38,1,1,L1-161-403DA38,1,1,MA-161-403DA38,0,0,,0,0,,0,0,,0,0,
161-403GB38,1,1,L1-161-403GA38,1,1,MA-161-403GA38,0,0,,0,0,,0,0,,0,0,
161-403HB38,1,1,L1-161-403DA38,1,1,MA-161-403DA38,0,0,,0,0,,0,0,,0,0,
1551-401CC30,1,1,LA-1551-401CA30-DF,1,1,LA-1551-401CA30-D,1,1,L1-1551-401CA30,1,1,MA-1551-401CA30,0,0,,0,0,
1551-401AC30,1,1,LA-1551-401AB30-DF,1,1,LA-1551-401AB30-D,1,1,L1-1551-401AB30,1,1,MA-1551-401AB30,0,0,,0,0,
3650-601AB26,1,1,L1-931-601AA26,1,1,MA-931-601AA26,0,0,,0,0,,0,0,,0,0,
3650-601AB30,1,1,L1-931-601AA30,1,3,MA-954-60130-DRUM,0,0,,0,0,,0,0,,0,0,
3650-601AB34,1,1,L1-931-601AA34,1,3,MA-814-60830-DRUM,0,0,,0,0,,0,0,,0,0,
3652-601AB30,1,1,L1-931-601AA30,1,3,MA-954-60130-DRUM,0,0,,0,0,,0,0,,0,0,
3652-601AB32,1,1,L1-931-601AA32,1,1,MA-931-601AA32,0,0,,0,0,,0,0,,0,0,
3652-601AB34,1,1,L1-931-601AA34,1,3,MA-814-60830-DRUM,0,0,,0,0,,0,0,,0,0,
3656-601AB30,1,1,L1-931-601AA30,1,3,MA-954-60130-DRUM,0,0,,0,0,,0,0,,0,0,
3660-601AB30,1,1,L1-931-601AA30,1,3,MA-954-60130-DRUM,0,0,,0,0,,0,0,,0,0,
1551-401CC38,1,1,LA-1551-401AA38-DF,1,1,LA-1551-401AA38-D,1,1,L1-1551-401AA38,1,1,MA-1551-401AA38,0,0,,0,0,
5546-501AB38,1,1,LA-5500-501GA38-DF,1,1,L1-5500-501GA38,1,1,MA-5500-501GA38,0,0,,0,0,,0,0,
1551-401AC38,1,1,LA-1551-401AA38-DF,1,1,LA-1551-401AA38-D,1,1,L1-1551-401AA38,1,1,MA-1551-401AA38,0,0,,0,0,
E474-502EB30,1,1,L1-485-502AA30,1,1,MA-485-502AA30,0,0,,0,0,,0,0,,0,0,
5547-502BB38,1,1,MC-RH-0207D-01AA60,1,44,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5547-502GB38,1,1,MC-RH-0207D-01AA60,1,44,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5546-502BD38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5546-502DD38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5546-502FB38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5546-502GB38,1,1,MC-RH-0207D-01AA40,1,63,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5546-502AC38,1,1,L1-5546-502AA38,1,1,MA-5546-502AA38,0,0,,0,0,,0,0,,0,0,
5546-502CD38,1,1,MC-RH-0207D-01AA50,1,52,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
3922-502FA32,1,1,PL-3922-502FA32,1,1,L1-3922-502AC32,1,1,MA-600-502AA32,0,0,,0,0,,0,0,
5546-502EC38,1,1,PL-5546-502EC38,1,1,L1-5546-502AA38,1,1,MA-5546-502AA38,0,0,,0,0,,0,0,
5547-502AB38,1,1,L1-5547-502AA38,1,1,MA-5547-502AA38,0,0,,0,0,,0,0,,0,0,
1044-431BE30,1,1,L1-1044-431BD30,1,1,MA-1044-431BD30,0,0,,0,0,,0,0,,0,0,
1044-431CB30,1,1,L1-1044-431BD30,1,1,MA-1044-431BD30,0,0,,0,0,,0,0,,0,0,
1532-431BB26,1,1,L1-1532-431BA26,1,1,MA-1532-431BA26,0,0,,0,0,,0,0,,0,0,
1532-431BB30,1,1,L1-1532-431BA30,1,1,MA-1532-431BA30,0,0,,0,0,,0,0,,0,0,
1636-431AB30,1,1,L1-1044-431BD30,1,1,MA-1044-431BD30,0,0,,0,0,,0,0,,0,0,
5546-405AB380,1,1,L1-5546-405AA38-S,1,1,MA-5546-405AA38-S,0,0,,0,0,,0,0,,0,0,
12Q-411GA32,1,1,LA-12Q-411GA32-MC,1,1,LA-12Q-411GA32-L2,1,1,L1-12Q-411GA32,1,1,MA-12Q-411GA32,0,0,,0,0,
5172-502AB33,1,1,L1-5172-502AA33,1,1,MA-5172-502AA33,0,0,,0,0,,0,0,,0,0,
5172-502AC30,1,1,L1-5172-502AA30,1,1,MA-5172-502AA30,0,0,,0,0,,0,0,,0,0,
5547-502DB38,1,1,MC-RH-0207D-01AA60,1,44,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
5547-502FB38,1,1,MC-RH-0207D-01AA60,1,44,MA-RH-0207D-01AA,0,0,,0,0,,0,0,,0,0,
SPL-2843-418AA38,1,4,MA-SPL-2843-418AA38-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,
3644-601AB30,1,1,L1-931-601AA30,1,3,MA-954-60130-DRUM,0,0,,0,0,,0,0,,0,0,
3649-601AB30,1,1,L1-931-601AA30,1,3,MA-954-60130-DRUM,0,0,,0,0,,0,0,,0,0,
960-601BB26,1,1,L1-931-601AA26,1,1,MA-931-601AA26,0,0,,0,0,,0,0,,0,0,
960-601BB30,1,1,L1-931-601AA30,1,3,MA-954-60130-DRUM,0,0,,0,0,,0,0,,0,0,
960-601BB32,1,1,L1-931-601AA32,1,1,MA-931-601AA32,0,0,,0,0,,0,0,,0,0,
960-601BB34,1,1,L1-931-601AA34,1,3,MA-814-60830-DRUM,0,0,,0,0,,0,0,,0,0,
TS-5523AA300,1,1,L1-79-409B30-S,1,1,MA-79-409B30-S,0,0,,0,0,,0,0,,0,0,
201-405BA240,1,1,L1-57-40524-S,1,1,MA-57-40524-S,0,0,,0,0,,0,0,,0,0,
251-409CA240,1,1,L1-59-40924-S,1,1,MA-59-40924-S,0,0,,0,0,,0,0,,0,0,
478-409EA320,1,1,L1-478-409BA32-S,1,1,MA-478-409BA32-S,0,0,,0,0,,0,0,,0,0,
78-405EA320,1,1,L1-78-40532-S,1,1,MA-78-40532-S,0,0,,0,0,,0,0,,0,0,
SPL-2865AA30,1,1,L1-73-50230,1,1,MA-73-50230,0,0,,0,0,,0,0,,0,0,
