No.,記入日,記入者,発注部番（数字・ｶﾀｶﾅは半角）,品名（数字・ｶﾀｶﾅは半角）,個数,単価,納期（必須）,工具受領日,業者コード,業者名略称,合計金額,備考,注文書発行日,注文番号,検収日,部品注文番号／組立番号／製作依頼番号,完成部番,比率（分子（素材））,比率（分母（完成部番））,備考
541,6/23,万代,PT-SK3-10X40X390,SK3-10X40X390 4F,3,"2,780",2022/7/4,済,3999,双葉電子工業株式会社,"8,340",6/23万代殿メール,2022/6/27,E6471191,2022/7/13,PE-2400808,YS65-06601BB,5 ,1 ,1枚で5個取り
542,6/23,万代,PT-SK3-8X50X390,SK3-8X50X390 4F,12,"2,460",2022/7/4,済,3999,双葉電子工業株式会社,"29,520",6/23万代殿メール,2022/6/27,E6471192,2022/7/13,PE-2403101,YS65-03501BA,5 ,1 ,1枚で5個取り
543,6/27,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,380,"2,230",2022/6/30,済,3315,京阪プレート,"847,400",6/27森野殿メール,2022/6/28,E6471513,2022/6/30,カムセットピース,,,,
544,6/27,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,360,"2,120",2022/6/30,済,3315,京阪プレート,"763,200",6/27森野殿メール,2022/6/28,E6475736,2022/6/30,カムセットピース,,,,
545,7/11,森野,PT-S50C-9.7X30X220,S50C-9.7(0～-0.03)X30X220,1,"1,620",2022/7/13,済,3315,京阪プレート,"1,620",7/11森野殿メール,2022/7/12,E6520747,2022/7/27,7月7次 22SKG133-137,560-675FB,5 ,1 ,1枚で5個取り
546,7/11,阪本,PT-SS400-18X65X65,SS400-18X65X65 6F 4-C4,4,"1,430",2022/7/14,済,3045,大同DMソリューション,"5,720",7/11阪本殿メール,2022/7/12,E6520749,2022/7/27,CMR-22097,TS-5472GA,,,
547,7/13,万代,PT-SK3-9.5X45X390,SK3-9.5X45X390 2F2G,1,"3,870",2022/7/20,済,3999,双葉電子工業株式会社,"3,870",7/13万代殿メール,2022/7/13,E6526043,2022/7/27,10月3次　22SKK108,YS65-18001BA,40 ,1 ,1枚で40個取り
548,7/13,万代,PT-SK3-5.2X45X390,SK3-5.2X45X390 2F2G,5,"3,150",2022/7/20,済,3999,双葉電子工業株式会社,"15,750",7/13万代殿メール,2022/7/13,E6526044,2022/7/27,10月3次　22DKK009-012,YCF-117C,17 ,1 ,1枚で17個取り
549,7/13,万代,PT-SKD11-10X13X390,SKD11-10X13X390,5,"2,460",2022/7/20,済,3999,双葉電子工業株式会社,"12,300",7/13万代殿メール,2022/7/13,E6526045,2022/7/27,CMR-22078,TS-5469DA38,19 ,1 ,1枚で19個取り
550,7/29,阪本,PT-A2017-4.3X18.9X23.2,A2017-4.3X18.9X23.2 6F,300,330,2022/8/16,済,3076,藤巻鋼材大阪株式会社,"99,000",7/29阪本殿メール,2022/8/1,E6589022,2022/8/24,9/4次 22DKJ036,ES61-00602AA,,,
551,8/1,阪本,PT-SS400-14X16X26,SS400-14X16X26 6F,2,710,2022/8/4,済,3076,藤巻鋼材大阪株式会社,"1,420",8/1阪本殿メール,2022/8/1,E6589025,2022/8/10,CMR-22103,TS-5485AA,,,
552,8/1,阪本,PT-SS400-8X35X40,SS400-8X35X40 6F,2,790,2022/8/4,済,3076,藤巻鋼材大阪株式会社,"1,580",8/1阪本殿メール,2022/8/1,E6589026,2022/8/10,CMR-22103,TS-5485BA,,,
553,8/1,阪本,PT-SS400-9X50X100,SS400-9X50X100 6F,2,840,2022/8/4,済,3076,藤巻鋼材大阪株式会社,"1,680",8/1阪本殿メール,2022/8/1,E6589023,2022/8/10,10/8次 22SKK146,DS61-03001RB,,,
554,8/1,阪本,PT-S50C-16X19.5X50,S50C-16X19.5X50(0～0.05) 6F,10,660,2022/8/4,済,3076,藤巻鋼材大阪株式会社,"6,600",8/1阪本殿メール,2022/8/1,E6589024,2022/8/10,"9月計画 22SKJ138, 10月計画 22SKK146, 11月計画 22SKL112",ES66-00208BA34,,,
555,8/1,阪本,PT-A2017-10.7X180X256,A2017-10.7X180X256 6F,14,"4,450",2022/8/8,済,3076,藤巻鋼材大阪株式会社,"62,300",8/1阪本殿メール,2022/8/2,E6595985,2022/8/23,9/4次 22DKJ036,ES61-00601AA,,,
556,8/1,阪本,PT-S50C-14X53X150,S50C-14X53X150 6F,4,"1,080",2022/8/3,済,3315,京阪プレート,"4,320",8/1阪本殿メール,2022/8/2,E6595986,2022/8/19,"10月計画 22SKK146, 11月計画 22SKL112",ES66-00209CA34,,,
557,8/1,阪本,PT-S50C-14X90X200,S50C-14X90X200 6F,2,"1,710",2022/8/3,済,3315,京阪プレート,"3,420",8/1阪本殿メール,2022/8/2,E6595987,2022/8/19,9月計画 22SKJ138,ES66-00209CA30,,,
558,8/4,新谷,PT-S45C-12X10X98,S45C-12p7X10h9X98 平行キー材,6,200,2022/8/10,済,3253,梶原工業株式会社,"1,200",8/4新谷殿メール,2022/8/4,E6609863,2022/8/26,CMR-22100,TS-5477BB,1 ,1 ,
559,8/4,新谷,PT-S45C-12X10X300,S45C-12p7X10h9X300 平行キー材,3,350,2022/8/10,済,3253,梶原工業株式会社,"1,050",8/4新谷殿メール,2022/8/4,E6609864,2022/8/26,CMR-22100,TS-5477BA,1 ,3 ,
560,8/4,吉井,PT-FC-65X80X110,FC-65X80X110 6F,1,"3,800",2022/8/10,済,3999,双葉電子工業株式会社,"3,800",8/4吉井殿メール,2022/8/4,E6609957,2022/8/26,CMR-22100,TS-5477AA,1 ,1 ,
561,8/10,万代,PT-SK3-9.5X45X390,SK3-9.5X45X390 2F2G,7,"3,930",2022/8/19,済,3999,双葉電子工業株式会社,"27,510",8/10万代殿メール,2022/8/12,E6634220,2022/8/26,"11月１次 22SKL105,106  11月3次 22SKL101-104",YS65-18001BA,40 ,1 ,1枚で40個取り
562,8/10,万代,PT-SK3-7.5X70X390,SK3-7.5X70X390 2F2G,4,"4,680",2022/8/19,済,3999,双葉電子工業株式会社,"18,720",8/10万代殿メール,2022/8/12,E6634221,2022/8/26,11月8次 22DKL047 ,YCF-149AD,15 ,1 ,1枚で15個取り
563,8/10,植木,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,200,"2,320",2022/8/22,済,3076,藤巻鋼材大阪株式会社,"464,000",8/10植木殿メール,2022/8/12,E6634222,2022/8/31,９月４次　５次計画分　カムセットピース,,,,
564,8/19,植木,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,30,"2,320",2022/8/26,済,3076,藤巻鋼材大阪株式会社,"69,600",8/19植木殿メール,2022/8/12,E6653051,2022/8/31,カムセットピース,,,,
565,8/30,阪本,PT-S45C-Φ25X300,S4C-Φ25X300,1,450,2022/9/5,済,3412,まや鋼業,450,8/30阪本殿メール,2022/8/30,E6681443,2022/9/9,CMR-22113,TS-5489CA,,,
566,8/30,阪本,PT-S50C-19X24X45,S50C-19X24X45,1,630,2022/9/5,済,3315,京阪プレート,630,8/30阪本殿メール,2022/8/30,E6681444,2022/9/9,CMR-22113,TS-5489AA,,,
567,8/30,阪本,PT-S50C-30X55X55,S50C-30X55X55,1,930,2022/9/5,済,3315,京阪プレート,930,8/30阪本殿メール,2022/8/30,E6681445,2022/9/9,CMR-22113,TS-5489BA,,,
568,9/15,森野,PT-S50C-6.35X41X290,S50C-6.35X41X290 歪取り両面研磨(6.74→6.35),30,"3,000",2022/9/30,済,3614,（株）ogaki works,"90,000",9/15森野殿メール,2022/9/15,E6740711,2022/9/30,9/7次 8次 カムセットピース,,,,
569,9/15,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,75,"2,640",2022/9/17,済,3315,京阪プレート,"198,000",9/15森野殿メール,2022/9/15,E6740712,2022/9/30,9月計画 カムセットピース,,,,
570,9/15,万代,PT-SK3-7.9X50X390,SK3-7.9X50X390 2F2G,1,"3,800",2022/9/26,済,3999,双葉電子工業株式会社,"3,800",9/15万代殿メール,2022/9/16,E6745088,2022/9/29,PE-2413101,YCF-146AC,11 ,1 ,1枚で11個取り
571,9/20,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,500,"2,320",2022/10/3,済,3076,藤巻鋼材大阪株式会社,"1,160,000",9/20森野殿メール,2022/9/21,E6753630,2022/10/14,9月計画 カムセットピース,,,,
572,9/26,阪本,PT-S50C-7X12X25.5,S50C-7X12X25.5 6F,6,700,2022/9/28,済,3315,京阪プレート,"4,200",9/26阪本殿メール,2022/9/26,E6761395,2022/9/30,12/5次 22SKM113,E-524EA,,,
573,9/26,阪本,PT-SS400-34X35X50,SS400-34X35X50 6F,24,710,2022/9/28,済,3315,京阪プレート,"17,040",9/26阪本殿メール,2022/9/26,E6761396,2022/9/30,"12/6次 22SKM150, 12/7次 22SKM146～148",1044-423BA,,,
574,9/26,阪本,PT-SS400-16X37X52,SS400-16X37X52 6F 8-C1,4,690,2022/9/28,済,3315,京阪プレート,"2,760",9/26阪本殿メール,2022/9/26,E6761397,2022/9/30,"12/6次 22SKM150, 12/7次 22SKM146～148",4408-441AA,,,
575,10/4,阪本,PT-SS400-34X35X50,SS400-34X35X50 6F,3,770,2022/10/7,済,3315,京阪プレート,"2,310",10/4阪本殿メール,2022/10/4,E6783921,2022/10/19,"12/6次 22SKM150, 12/7次 22SKM146～148",1044-423BA,,,
576,10/14,万代,PT-SK3-4X85X390,SK3-4X85X390 2G 4F,5,"4,800",2022/10/21,済,3999,双葉電子工業株式会社,"24,000",10/14万代殿メール,2022/10/14,E6813371,2022/10/26,PJ-0479301,YS65-00101EA30,5 ,1 ,1枚で5個取り
577,10/14,万代,PT-SK3-7.5X70X390,SK3-7.5X70X390 2G 4F,8,"4,600",2022/10/21,済,3999,双葉電子工業株式会社,"36,800",10/14万代殿メール,2022/10/14,E6813372,2022/10/26,"1/4次 23DKA004,005",YCF-149AD,15 ,1 ,1枚で15個取り
578,10/25,万代,PT-SK3-4.5X80X390,SK3-4.5X80X390 2G 4F,14,"4,200",2022/11/2,済,3083,双葉電子工業株式会社,"58,800",10/25万代殿メール,2022/10/26,E6844850,2022/11/17,"22C12-03,23C01-03",YS65-26401AA34,6 ,1 ,1枚で6個取り
579,10/31,阪本,PT-SS400-9X50X100,SS400-9X50X100 6F,2,990,2022/11/4,済,3045,大同DMソリューション,"1,980",10/31阪本殿メール,2022/11/1,E6861447,2022/11/17,"22C12-02, 22C12-03, 23C01-03",DS61-03001RB,,,
580,10/31,阪本,PT-SS400-16X37X52,SS400-16X37X52 6F 8-C1,6,710,2022/11/4,済,3045,大同DMソリューション,"4,260",10/31阪本殿メール,2022/11/1,E6861448,2022/11/17,"23SKA125～127, 23SKA115, 23SKA137",4408-441AA,,,
581,11/2,阪本,PT-SS400-16X32X210,SS400-16X32X210 6F,1,"1,110",2022/11/8,済,3076,藤巻鋼材大阪株式会社,"1,110",11/2阪本殿メール,2022/11/4,E6872897,2022/11/25,E000075153,KS91-04401AB,,,
582,11/2,阪本,PT-SS400-20X30X11,SS400-20X30X11 6F,1,730,2022/11/8,済,3076,藤巻鋼材大阪株式会社,730,11/2阪本殿メール,2022/11/4,E6872898,2022/11/25,E000075154,KS91-04402AC,,,
583,11/2,阪本,PT-SS400-48X32X50,SS400-48X32X50 6F,1,790,2022/11/8,済,3076,藤巻鋼材大阪株式会社,790,11/2阪本殿メール,2022/11/4,E6872899,2022/11/25,E000075155,KS91-04403AA,,,
584,11/2,阪本,PT-SS400-32X32X100,SS400-32X32X100 6F,2,810,2022/11/8,済,3076,藤巻鋼材大阪株式会社,"1,620",11/2阪本殿メール,2022/11/4,E6872900,2022/11/25,E000075156,KS91-04404AA,,,
585,11/2,万代,PT-SK3-9.5X45X390,SK3-9.5X45X390 2F2G,3,"4,000",2022/11/9,済,3083,双葉電子工業株式会社,"12,000",11/2万代殿メール,2022/11/4,E6872901,2022/11/17,"2/4次 23SKB101,B106",YS65-18001BA,40 ,1 ,1枚で40個取り
586,11/8,万代,PT-SK3-4.5X80X390,SK3-4.5X80X390 2G 4F,20,"4,150",2022/11/11,済,3083,双葉電子工業株式会社,"83,000",11/2万代殿メール,2022/11/8,E6883186,2022/11/25,"22C12-03,23C01-03",YS65-26401AA34,6 ,1 ,1枚で6個取り
587,11/10,阪本,PT-SKD11-23X200X200,SKD11-23X200X200 6F,2,"8,510",2022/11/15,済,3045,大同DMソリューション,"17,020",11/10阪本殿メール,2022/11/11,E6897656,2022/11/25,"22SKM146,147,148,150, 23SKA115,125,126,127,137","KS64-01919GA,CA",,,
588,11/11,阪本,PT-SS400-16X32X210,SS400-16X32X210 6F,1,"1,110",2022/11/16,済,3076,藤巻鋼材大阪株式会社,"1,110",11/10阪本殿メール,2022/11/11,E6902049,2022/11/28,E000075153,KS91-04401AB,,,加工失敗したため
589,11/15,阪本,PT-SKD11-13.9X200X200,SKD11-13.9X200X200 6F,8,"6,000",2022/11/18,済,3045,大同DMソリューション,"48,000",11/16阪本殿メール,2022/11/16,E6906574,2022/11/28,"23SKB119,120,121,122",KD64-01627AB,,,
590,11/15,阪本,PT-SKD11-19.9X200X200,SKD11-10.9X200X200 6F,6,"7,690",2022/11/18,済,3045,大同DMソリューション,"46,140",11/16阪本殿メール,2022/11/16,E6906575,2022/11/28,"23SKA115,127",KD64-01627BB,,,
591,11/15,阪本,PT-TS-4668TA-01AB,TS-4668TA-01AB,6,"1,700",2022/12/15,済,1978,山村工作所,"10,200",11/16阪本殿メール,2022/11/16,E6906576,2022/12/20,"23SKB119,120,121,122",KD64-01627AB,,,
592,11/15,阪本,PT-TS-4668TA-01BB,TS-4668TA-01BB,2,"2,600",2022/12/15,済,1978,山村工作所,"5,200",11/16阪本殿メール,2022/11/16,E6906577,2022/12/20,"23SKB119,120,121,122",KD64-01627AB,,,
593,11/15,阪本,PT-TS-4668VA-01AB,TS-4668VA-01AB,4,"2,100",2022/12/15,済,1978,山村工作所,"8,400",11/16阪本殿メール,2022/11/16,E6906578,2022/11/28,"23SKA115,127",KD64-01627BB,,,
594,11/15,阪本,PT-TS-4668VA-01BB,TS-4668VA-01BB,2,"3,200",2022/12/15,済,1978,山村工作所,"6,400",11/16阪本殿メール,2022/11/16,E6906579,2022/11/28,"23SKA115,127",KD64-01627BB,,,
595,11/16,阪本,PT-FC250-10X80X120,FC250-10X80X120 6F,1,"1,630",2022/11/22,済,3076,藤巻鋼材大阪株式会社,"1,630",11/16阪本殿メール,2022/11/16,E6906580,2022/11/28,CMR-22138,TS-5497AA,,,
596,11/17,阪本,PT-SS400-16X37X52,SS400-16X37X52 6F 8-C1,4,470,2022/11/21,済,3083,双葉電子工業株式会社,"1,880",11/16阪本殿メール,2022/11/18,E6915544,2022/11/28,"23SKB121, 122, 119, 120",4408-441AA,,,
597,11/17,阪本,PT-SS400-25X32X32,SS400-25X32X32 6F,4,510,2022/11/21,済,3083,双葉電子工業株式会社,"2,040",11/16阪本殿メール,2022/11/18,E6915545,2022/11/28,CMR-22162,TS-5498BA,,,
598,11/17,阪本,PT-SS400-9X125X125,SS400-9X125X125 6F 4-C2,4,970,2022/11/21,済,3083,双葉電子工業株式会社,"3,880",11/16阪本殿メール,2022/11/18,E6915546,2022/11/28,CMR-22162,TS-5498CA,,,
599,11/17,阪本,PT-SS400-14X68X200,SS400-14X68X200 6F,1,"1,070",2022/11/21,済,3083,双葉電子工業株式会社,"1,070",11/16阪本殿メール,2022/11/18,E6915547,2022/11/28,22SKA139,ES66-00209DA30,,,
600,11/21,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,35,"2,320",2022/11/18,済,3076,藤巻鋼材大阪株式会社,"81,200",11/21森野殿メール,2022/11/22,E6923622,2022/11/29,カムセットピース,479-604AA,,,
601,11/22,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,189,"2,320",2022/12/5,済,3076,藤巻鋼材大阪株式会社,"438,480",11/22森野殿メール,2022/11/22,E6923623,2022/12/13,カムセットピース,479-604AA,,,
602,11/22,万代,PT-YS65-26401AA34,PT-YS65-26401AA34,90,400,2022/11/28,済,3614,（株）ogaki works,"36,000",11/22万代殿メール,2022/11/24,E6927229,2022/11/29,"22C12-03,23C01-03",YS65-26401AA34,,,加工済ヤーンキャリアの仕上研磨加工代です。
603,11/22,万代,PT-YS65-00101NA30,PT-YS65-00101NA30,37,400,2022/11/28,済,3614,（株）ogaki works,"14,800",11/22万代殿メール,2022/11/24,E6927230,2022/11/29,23SKA139,YS65-00101NA30,,,加工済ヤーンキャリアの仕上研磨加工代です。
604,12/9,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,21,"2,320",2022/12/15,済,3076,藤巻鋼材大阪株式会社,"48,720",12/9森野殿メール,2022/12/9,E6962533,2022/12/26,カムセットピース,,,,
605,12/13,万代,PT-SK3-9.5X45X390,SK3-9.5X45X390 2F2G,5,"3,850",2022/12/19,済,3083,双葉電子工業株式会社,"19,250",12/13万代殿メール,2022/12/14,E6977183,2022/12/28,23SKC101-C104,YS65-18001BA,40 ,1 ,1枚で40個取り
606,12/16,阪本,PT-S50C-12X20X50,S50C-12X20X50 6F,6,670,2022/12/21,済,3076,藤巻鋼材大阪株式会社,"4,020",12/16阪本殿メール,2022/12/16,E6986783,2022/12/28,1/6次 23DKA016,1355-423AA,,,
607,12/16,阪本,PT-FC250-30X42.5X61,FC250-30X42.5X61 6F,1,"1,300",2022/12/21,済,3076,藤巻鋼材大阪株式会社,"1,300",12/16阪本殿メール,2022/12/16,E6986784,2022/12/28,CMR-22169,KD91-02102MA,,,
608,12/21,森野,PT-S50C-3.5X50X390,S50C-3.5X50X390 4F2G,3,"2,500",2022/12/23,済,3083,双葉電子工業株式会社,"7,500",12/21森野殿メール,2022/12/21,E7000257,2023/12/28,1/8次23SKA139,3504-604BA,15 ,1 ,1枚で15個取り
609,12/21,森野,PT-S50C-5X50X390,S50C-5X50X390 4F2G,4,"2,900",2022/12/23,済,3083,双葉電子工業株式会社,"11,600",12/21森野殿メール,2022/12/21,E7000258,2023/12/28,1/8次23SKA139,3504-604AA,12 ,1 ,1枚で12個取り
610,12/23,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,10,"2,320",2022/12/23,済,3076,藤巻鋼材大阪株式会社,"23,200",12/23森野殿メール,2022/12/23,E7007265,2023/1/18,1/8次23SKA139,"3504-503AA,504BB",6 ,1 ,1枚で6個取り(503AA)、1枚で54個取り(504BB)、
611,1/5,万代,PT-YS65-00101NA30,PT-YS65-00101NA30,15,650,2023/1/7,済,3614,（株）ogaki works,"9,750",1/5万代殿メール,2023/1/5,E7020459,2023/1/24,23SKA139,YS65-00101NA30,,,加工済ヤーンキャリアの仕上研磨加工代です。
612,1/27,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,21,"2,440",2023/2/2,済,3083,双葉電子工業株式会社,"51,240",1/27森野殿メール,2023/1/27,E7088974,2023/2/9,カムセットピース,,,,
613,2/2,万代,PT-SK3-6X60X390,SK3-6X60X390,6,"4,200",2023/2/9,済,3083,双葉電子工業株式会社,"25,200",2/2万代殿メール,2023/2/2,E7103318,2023/2/20,PE-2433501,YCF-137YB,14 ,1 ,1枚で14個取り
614,2/3,万代,PT-S50C-14X90X200,S50C-14X90X200 6F,1,"1,280",2023/2/8,済,3083,双葉電子工業株式会社,"1,280",2/3万代殿メール,2023/2/6,E7110017,2023/2/20,3/2次　23SKC113,ES66-00209CA30,1 ,1 ,
615,2/8,阪本,PT-FC250-32X25X65,FC250-32X25X65 6F,1,"1,060",2023/2/13,済,3076,藤巻鋼材大阪株式会社,"1,060",2/8阪本殿メール,2023/2/9,E7120815,2023/2/27,CMR-22181,TS-5505AA38,,,
616,2/15,阪本,PT-SKD11-30X20X20.5,SKD11-30X20X20.5 6F,2,890,2023/2/21,済,3083,双葉電子工業株式会社,"1,780",2/15阪本殿メール,2023/2/15,E7138180,2023/2/28,PJ-0501901,K-11101B7,,,予備1個追加
617,2/15,阪本,PT-SKD11-30X20X20.5,SKD11-30X20X20.5 6F,1,890,2023/2/21,済,3083,双葉電子工業株式会社,890,2/15阪本殿メール,2023/2/15,E7138181,2023/2/28,PJ-0501902,K-11101B24,,,
618,2/17,阪本,PT-S50C-16X19.5X50,S50C-16X19.5X50(0～0.05) 6F,2,670,2023/2/22,済,3076,藤巻鋼材大阪株式会社,"1,340",2/17阪本殿メール,2023/2/17,E7145788,2023/2/28,3月計画 23SKC113,ES66-00208BA34,,,予備1個追加
619,2/20,森野,PT-S50C-6.35X40X390,S50C-6.35(0～-0.01)X40X390,700,"2,320",2023/2/28,済,3076,藤巻鋼材大阪株式会社,"1,624,000",2/20森野殿メール,2023/2/20,E7149923,2023/2/28,カムセットピース,,,,
620,2/20,万代,PT-SK3-7.9X50X390,SK3-7.9X50X390 2F2G,1,"3,910",2023/2/27,済,3083,双葉電子工業株式会社,"3,910",2/20阪本殿メール,2023/2/21,E7153372,2023/2/28,PC-2301601,YCF-146AC,11 ,1 ,
621,2/28,植木,PT-SS400-38X42X200,SS400-38X42X200 6F,1,"1,400",2023/3/3,済,3083,双葉電子工業株式会社,"1,400",2/28植木殿メール,2023/3/1,E7173970,2023/3/14,CMR-23014,TS-5259DC12-01,1 ,1 ,
622,2/28,植木,PT-SS400-30X30X190,SS400-30X30X190 6F,1,"1,000",2023/3/3,済,3083,双葉電子工業株式会社,"1,000",2/28植木殿メール,2023/3/1,E7173971,2023/3/14,CMR-23014,TS-5259DC12-02,1 ,1 ,
623,3/6,阪本,PT-S50C-20X130X200,S50C-20X130X200 6F,10,"2,410",2023/3/9,済,3076,藤巻鋼材大阪株式会社,"24,100",3/6阪本殿メール,2023/3/7,E7180743,2023/3/20,"3月計画 23DKC015,016,017,018  5月計画 23DKE002,003",E-26820EA38,,,
624,3/24,万代,PT-SK3-17X50X390,SK3-17X50X390 4F2G,5,"4,050",2023/3/31,済,"3,083",双葉電子工業株式会社,"20,250",3/24万代殿メール,2023/3/24,E7204550,2023/3/31,PJ-0501003,YCF-121UA,11,1,1枚で11個取り
625,3/24,阪本,PT-SKD11-23X200X200,PT-SKD11-23X200X200 6F,1,"8,690",2023/3/31,済,3076,藤巻鋼材大阪株式会社,"8,690",3/24阪本殿メール,2023/3/27,E7208065,2023/3/31,"5月計画 23SKE102,103",KS64-01908EA,,,
626,4/5,阪本,PT-S50C-35.5X36.5X75,PT-S50C-35.5X36.5X75 6F,1,770,2023/4/10,済,3076,藤巻鋼材大阪株式会社,770,4/5阪本殿メール,2023/4/5,E7227104,2023/4/26,PF-9356804,KS91-03402AA,,,
627,4/10,阪本,PT-S50C-14X68X200,PT-S50C-14X68X200 6F,1,"1,170",2023/4/13,済,3076,藤巻鋼材大阪株式会社,"1,170",4/10阪本殿メール,2023/4/11,E7237291,2023/4/26,6月計画 23SKF113,ES66-00209DA30,,,
628,4/10,阪本,PT-SS400-12X24X27.4,PT-SS400-12X24X27.4 6F,2,730,2023/4/13,済,3076,藤巻鋼材大阪株式会社,"1,460",4/10阪本殿メール,2023/4/11,E7237292,2023/4/26,6/6次 F113,DS61-00201AA00,,,
629,4/10,阪本,PT-SS400-19X43X65,PT-SS400-19X43X65 6F,6,730,2023/4/13,済,3076,藤巻鋼材大阪株式会社,"4,380",4/10阪本殿メール,2023/4/11,E7237293,2023/4/26,6/6次 F113,827-643BA,,,
630,4/28,万代,PT-SK3-17X50X390,SK3-17X50X390 4F2G,5,"4,100",2023/5/2,済,"3,083",双葉電子工業株式会社,"20,500",4/28万代殿メール,2023/5/1,E7267565,2023/5/19,PJ-0501003,YCF-121UA,11,1,1枚で11個取り
631,5/19,万代,PT-SK3-6.5X50X390,SK3-6.5X50X390 4F2G,3,"3,500",2023/5/26,済,3045,大同DMソリューション,"10,500",5/19万代殿メール,2023/5/19,E7290931,2023/5/29,PJ-0514604,YCF-136PC,13 ,1 ,1枚で13個取り
632,5/23,阪本,PT-FC250-27X40X90,FC250-27X40X90 6F,1,"1,490",2023/6/1,済,3076,藤巻鋼材大阪株式会社,"1,490",5/23阪本殿メール,2023/5/23,E7296098,2023/6/14,7/5次 23DKG001,K-6509EA24,,,
633,5/23,阪本,PT-S50C-45X50.5X63,S50C-45X50.5X63 6F,1,870,2023/6/1,済,3076,藤巻鋼材大阪株式会社,870,5/23阪本殿メール,2023/5/23,E7296099,2023/6/14,CMR-23054,KD91-00302JA38,,,
634,6/2,阪本,PT-S50C-35X50X63,S50C-35X50X63 6F,1,790,2023/6/7,済,3076,藤巻鋼材大阪株式会社,790,6/2阪本殿メール,2023/6/2,E7312820,2023/6/22,CMR-23065,TS-5487UA16,,,
635,6/19,阪本,PT-S50C-14X37X150,S50C-14X37X150 6F,2,850,2023/6/22,済,3076,藤巻鋼材大阪株式会社,"1,700",6/19阪本殿メール,2023/6/19,E7337698,2023/6/30,"23SKJ101, 102",ES66-00209CA34,,,
636,6/19,阪本,PT-SKD11-20X20.5X30,SKD11-20X20.5X30 6F,2,"1,390",2023/6/22,済,3076,藤巻鋼材大阪株式会社,"2,780",6/19阪本殿メール,2023/6/19,E7337700,2023/6/30,PE-2451202,K-11101B6,,,
637,6/19,阪本,PT-S50C-16X19.5X50,S50C-16X19.5X50 6F,2,670,2023/6/22,済,3076,藤巻鋼材大阪株式会社,"1,340",6/19阪本殿メール,2023/6/19,E7337699,2023/6/30,"23SKJ101, 102",ES66-00208BA34,,,
638,7/7,阪本,PT-A2017-10.7X180X256,A2017-10.7X180X256 6F,12,"4,170",2023/7/12,済,3076,藤巻鋼材大阪株式会社,"50,040",7/7阪本殿メール,2023/7/7,E7373638,2023/7/31,CMR-23077,TS-5530AA,,,
639,7/25,阪本,PT-SKD11-16.5X23.5X45,SKD11-16.5X23.5X45 6F,1,817,2023/7/28,済,3083,双葉電子工業株式会社,817,7/25阪本殿メール,2023/7/25,E7409267,2023/7/31,CMR-23077,TS-5489DA,,,
640,7/25,阪本,PT-S50C-45X50.5X63,S50C-45X50.5X63 6F,1,948,2023/7/28,済,3083,双葉電子工業株式会社,948,7/25阪本殿メール,2023/7/25,E7409268,2023/7/31,CMR-23054,KD91-00302JA38,,,加工失敗したため
641,7/28,阪本,PT-A2017-4.5X180X256,A2017-4.5X180X256 6F,12,"4,200",2023/8/4,済,3083,双葉電子工業株式会社,"50,400",7/28阪本殿メール,2023/7/28,E7418359,2023/8/18,CMR-23077,TS-5530BA,,,
642,7/31,万代,PT-SK3-7X50X390,SK3-7X50X390 4F2G,11,"3,470",2023/8/7,済,3083,双葉電子工業株式会社,"38,170",8/1万代殿メール,2023/8/1,E7425170,2023/8/18,"PE-2454201,PE-2454009",SPL-2937AA,14 ,1 ,1枚で14個取り
643,8/10,植木,PT-A2017-10.7X180X256,A2017-10.7X180X256 6F,4,"4,690",2023/8/18,済,3076,藤巻鋼材大阪株式会社,"18,760",8/10殿植木殿メール,2023/8/10,E7445630,2023/8/31,CMR-23077,TS-5530AA,,,
644,8/21,森野,PT-SKD11-30X20X20.5,SKD11-30X20X20.5 6F,2,"1,250",2023/8/23,済,3315,京阪プレート,"2,500",8/21森野殿メール,2023/8/21,E7460157,2023/8/31,PE-2457606,K-11101B24,,,予備1個
645,9/7,阪本,PT-S50C-19X40X45,S50C-19X40X45 6F,1,550,2023/9/12,済,3083,双葉電子工業株式会社,550,9/7阪本殿メール,2023/9/8,E7510101,2023/9/26,CMR-23102,TS-5543-02AA,,,
646,9/7,阪本,PT-S50C-20X130X200,S50C-20X130X200 6F,10,"1,920",2023/9/12,済,3083,双葉電子工業株式会社,"19,200",9/7阪本殿メール,2023/9/8,E7510102,2023/9/26,"11/7次 23DKL002, 11/8次 23DKL051",E-26820EA38,,,
