,完成部番,単位数分子1,単位数分母1,前工程1,単位数分子2,単位数分母2,前工程2,単位数分子3,単位数分母3,前工程3,単位数分子4,単位数分母4,前工程4,単位数分子5,単位数分母5,前工程5,単位数分子6,単位数分母6,前工程6,単位数分子7,単位数分母7,前工程7,単位数分子8,単位数分母8,前工程8,単位数分子9,単位数分母9,前工程9,単位数分子10,単位数分母10,前工程10,作成者,作成日,更新者,更新日,理由,,,,,,,,
I,121-414AA48,1,1,L1-121-414AA48,1,1,MA-121-414AA48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,3144-501ZAA3234,1,1,L1-1531-501ZHA3234,1,1,MA-1531-501ZHA3234,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,3144-501ZAA34,1,1,L1-1531-501ZHA34,1,1,MA-1531-501ZHA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZKA36,1,1,L1-1531-501ZKA38,1,1,MA-1531-501ZKA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZKA38,1,1,L1-1531-501ZKA38,1,1,MA-1531-501ZKA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZLA36,1,1,L1-1531-501ZKA38,1,1,MA-1531-501ZKA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZQA36,1,1,L1-1531-501ZKA38,1,1,MA-1531-501ZKA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZQA38,1,1,L1-1531-501ZKA38,1,1,MA-1531-501ZKA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,3124-501ZLA36,1,1,L1-1531-501ZKA38,1,1,MA-1531-501ZKA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,3124-501ZLA38,1,1,L1-1531-501ZKA38,1,1,MA-1531-501ZKA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZLA26,1,1,L1-1531-501ZLA26,1,1,MA-1531-501ZLA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZQA26,1,1,L1-1531-501ZLA26,1,1,MA-1531-501ZLA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZLA34,1,1,L1-1531-501ZLA34,1,1,MA-1531-501ZLA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZQA40,1,1,L1-1531-501ZQA40,1,1,MA-1531-501ZQA40,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZQA42,1,1,L1-1531-501ZQA40,1,1,MA-1531-501ZQA40,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZRA26,1,1,L1-1531-501ZRA26,1,1,MA-1531-501ZRA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,1531-501ZRB30,1,1,L1-1531-501ZRA30,1,1,MA-1531-501ZRA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,ミツ精機業務移管,,,,,,,,
I,TS-4253BA30,1,1,MC-161-403CA30,1,1,L1-161-403CA30,1,1,MA-161-403CA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,岩下,20230330,DF-161-403CA30（ネームプレート用穴加工）工程廃止、ベッドに取り付け（社内穴あけ加工）,,,,,,,,
I,161-403CA38,1,1,MC-161-403CA38,1,1,L1-161-403CA38,1,1,MA-161-403CA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,岩下,20230317,DF-161-403CA38（ネームプレート用穴加工）工程廃止、ベッドに取り付け（社内穴あけ加工）,,,,,,,,
I,5167-602AA30,1,1,MA-RH-0031K-06B,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160301,,,新規部品対応,,,,,,,,
I,6105-601AA30,1,1,L2-6104-601AA30,1,1,L1-6104-601AA30,1,1,MA-6104-601AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160302,,,新規部品対応,,,,,,,,
H,5306-405AB340,1,1,L1-335-405AA34-S,1,1,MA-335-405AA34-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20160302,,,短い部番対応,,,,,,,,
I,6105-641AA30,1,4,L1-485-641BA30-DRUM,1,1,MA-485-641BA30-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160302,岩下,20230421,3個取りから4個取りへ変更（番場氏確認）,,,,,,,,
I,582-502RA30,1,1,L1-582-502AA30,1,1,MA-582-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160302,,,新規部品対応,,,,,,,,
I,4109-652AA34,1,4,L1-720-65234-DRUM,1,1,MA-720-65234-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160302,山田,20180907,L1（黒皮剥き）外作化,,,,,,,,
I,SPL-2387KA,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,システム,20151127,,,,,,,,,,,
I,5167-602BA30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160302,,,新規部品対応,,,,,,,,
I,3139-502BA34,37,1,MA-RH-0175KD-21AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160302,,,新規部品対応,,,,,,,,
I,3145-502BA34,1,1,L1-3153-502AC34,1,1,MA-3153-502AC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160302,岩下,20230309,ブロックMA-RH-0175KD-21AA⇒3153－502ACへ変更,,,,,,,,
I,3139-502BA28,31,1,MA-RH-0175KD-21AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160302,,,新規部品対応,,,,,,,,
I,1531-501ZRA34,1,1,L1-1531-501ZRA34,1,1,MA-1531-501ZRA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160304,,,ミツ精機業務移管,,,,,,,,
I,3139-502BA36,40,1,MA-RH-0175KD-21AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160304,,,新規部品対応,,,,,,,,
I,3139-502BA38,41,1,MA-RH-0175KD-21AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160304,,,新規部品対応,,,,,,,,
I,6214-501AA34,1,1,LA-5529-501CA34-DF,1,1,L1-5529-501CA34,1,1,MA-5529-501CA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160307,,,新規部品対応,,,,,,,,
I,6214-502AA34,1,1,L1-5517-502AA34,1,1,MA-5517-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160307,,,新規部品対応,,,,,,,,
I,6214-601AA34,1,1,LA-5207-601DA34-L2,1,1,L1-5207-601DA34,1,1,MA-5207-601DA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160312,,,新規部品対応,,,,,,,,
I,12Q-411MA31,1,1,LA-12Q-411MA31-MC,1,1,LA-12Q-411MA31-L2,1,1,L1-12Q-411MA31,1,1,MA-12Q-411MA31,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160312,,,新規部品対応,,,,,,,,
I,SPL-2521CA30,1,1,MA-1631-103AB30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20171031,,,新規部品対応,,,,,,,,
H,478-409FA340,1,1,L1-478-409BA34-S,1,1,MA-478-409BA34-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,木本,20160315,,,,,,,,,,,
H,6104-409CA340,1,1,L1-6104-409CA34-S,1,1,MA-6104-409CA34-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,木本,20160315,,,短い部番対応,,,,,,,,
I,161-403CA30,1,1,MC-161-403CA30,1,1,L1-161-403CA30,1,1,MA-161-403CA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,上田,20160315,岩下,20230317,DF-161-403CA30（ネームプレート用穴加工）工程廃止、ベッドに取り付け（社内穴あけ加工）,,,,,,,,
I,161-402LA34,1,1,L1-161-402EC34,1,1,MA-161-402EC34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160317,,,新規部品対応,,,,,,,,
I,6207-501CA34,1,1,LA-5529-501CA34-DF,1,1,L1-5529-501CA34,1,1,MA-5529-501CA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160318,,,新規部品対応,,,,,,,,
I,1551-401DA38,1,1,LA-1551-401AA38-DF,1,1,LA-1551-401AA38-D,1,1,L1-1551-401AA38,1,1,MA-1551-401AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160318,,,新規部品対応,,,,,,,,
I,161-403HA38,1,1,L1-161-403DA38,1,1,MA-161-403DA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160318,,,新規部品対応,,,,,,,,
I,6214-602CA34,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160318,,,新規部品対応,,,,,,,,
I,6105-602AA30,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160318,杉本,20180707,前工程1本化,,,,,,,,
I,6105-602BA30,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160318,杉本,20180707,前工程1本化,,,,,,,,
I,6105-602CA30,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160318,杉本,20180707,前工程1本化,,,,,,,,
I,6105-602DA30,1,1,MA-RH-0031K-06G,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160323,杉本,20180707,前工程1本化,,,,,,,,
I,6214-602BA34,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160323,,,新規部品対応,,,,,,,,
I,6214-602DA34,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160325,,,新規部品対応,,,,,,,,
I,6214-602EA34,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160325,杉本,20160427,工程変更,,,,,,,,
I,6214-602AA34,1,1,MA-RH-0031A-05H,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160325,,,新規部品対応,,,,,,,,
I,3162-502AA30,1,1,L1-582-502AA30,1,1,MA-582-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160326,,,新規部品対応,,,,,,,,
I,6105-606AA30,1,1,MA-RH-0031A-05C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160326,杉本,20180707,前工程1本化,,,,,,,,
I,6207-602ED34,1,1,MA-RH-0031A-05D,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160402,,,ミツ精機業務移管による工程変更,,,,,,,,
I,4305-601AA12,7,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160402,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA13,7,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160402,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA14,8,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160402,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA15,8,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160406,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA16,9,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160412,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA17,9,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160413,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA18,10,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160413,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA19,10,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160413,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA20,11,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160416,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA21,11,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160416,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA22,12,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160416,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA23,12,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160416,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601AA24,13,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160418,山田,20190710,MC工程を社内加工に変更,,,,,,,,
I,4305-601EA12,7,1,MA-3538-601EA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160418,出石,20191126,MA変更,,,,,,,,
I,4305-601EA13,7,1,MA-3538-601EA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160418,出石,20191126,MA変更,,,,,,,,
I,4305-601EA14,8,1,MA-3538-601EA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160418,出石,20191126,MA変更,,,,,,,,
I,4305-601EA15,8,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160418,岩下,20221125,MC工程を追加,,,,,,,,
I,4305-601EA16,9,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160418,岩下,20221125,MC工程を追加,,,,,,,,
H,335-409AA360,1,1,L1-478-409AA36-S,1,1,MA-478-409AA36-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,木本,20160420,,,,,,,,,,,
I,1532-431BA26,1,1,L1-1532-431BA26,1,1,MA-1532-431BA26,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160427,,,ミツ精機業務移管,,,,,,,,
I,4305-601EA17,9,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160427,岩下,20221125,MC工程を追加,,,,,,,,
I,4305-601EA23,12,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160427,岩下,20221125,MC工程を追加,,,,,,,,
I,4305-601EA24,13,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160427,岩下,20221125,MC工程を追加,,,,,,,,
I,4305-601EA21,1,1,PL-4305-601EA21,11,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160427,岩下,20240822,メッキ工程追加,,,,,,,,
I,4305-601EA22,1,1,PL-4305-601EA22,12,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160427,岩下,20240822,メッキ工程追加,,,,,,,,
I,4305-601EA18,1,1,PL-4305-601EA18,10,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160427,岩下,20240822,メッキ工程追加,,,,,,,,
I,4305-601EA19,1,1,PL-4305-601EA19,10,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160427,岩下,20240822,メッキ工程追加,,,,,,,,
I,4305-601EA20,1,1,PL-4305-601EA20,11,1,MC-4305-601AA,1,1,MA-4305-601AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160427,岩下,20240822,メッキ工程追加,,,,,,,,
I,3239-608AA38,1,1,L2-886-608AA38,1,1,L1-882-608AA38,1,1,MA-882-608AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160428,,,新規部品対応,,,,,,,,
I,171-406AA38,1,1,LA-171-406AA38-MC,1,1,LA-171-406AA38-D,1,1,L1-171-406AA38,1,1,MA-171-406AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160428,,,新規部品対応,,,,,,,,
I,171-406LA38,1,1,LA-171-406LA38-MC,1,1,LA-171-406AA38-D,1,1,L1-171-406AA38,1,1,MA-171-406AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160428,,,新規部品対応,,,,,,,,
I,1532-440CA38,1,1,L1-1532-440AA38,1,1,MA-1532-440AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160428,,,新規部品対応,,,,,,,,
I,5215-502AA34,1,1,L1-5163-502AA34,1,1,MA-5163-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160509,,,新規部品対応,,,,,,,,
I,3239-502AA38,2,1,L1-4109-502AA34,1,1,MA-600-502AA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160509,,,新規部品対応,,,,,,,,
I,3550-601JB34,1,1,L1-943-601AA34,1,6,MA-603-60134-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160510,岩下,20231204,トミナガ突っ切り不可の為、MA-943-601AA34をMA-603-60134-DRUMに変更（この型から取れる）、L2工程社内加工,,,,,,,,
H,335-409EA330,1,1,L1-478-409BA33-S,1,1,MA-478-409BA33-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160511,杉本,20170403,木本氏登録不備,,,,,,,,
H,740-409HA200,1,1,L1-740-40920-S,1,5,MA-740-40920-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,木本,20160511,SUGAYA,20180514,5個取りに変更,,,,,,,,
I,3538-501CA34,1,1,LA-171-501GA34-DF,1,1,L1-171-501GA34,1,1,MA-171-501GA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160516,杉本,20170510,穴あけ工程追加,,,,,,,,
I,3652-501ZA34,1,1,LA-171-501GA34-DF,1,1,L1-171-501GA34,1,1,MA-171-501GA34,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160516,杉本,20170510,穴あけ工程追加,,,,,,,,
I,1635-401AA38,1,1,LA-1635-401AA38-DF,1,1,LA-1635-401AA38-D,1,1,L1-1635-401AA38,1,1,MA-1635-401AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160516,,,新規部品対応,,,,,,,,
I,4109-652AA36,1,4,L1-720-65236-DRUM,1,1,MA-720-65236-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160516,山田,20180907,L1（黒皮剥き）外作化,,,,,,,,
H,73-409E380,1,1,L1-57-40938-S,1,1,MA-57-40938-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,木本,20160519,,,,,,,,,,,
H,78-405380,1,1,L1-78-40538-S,1,1,MA-78-40538-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,木本,20160519,,,,,,,,,,,
H,87-405KA420,1,1,L1-87-405JA42,1,1,MA-87-40542,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,木本,20160519,出石,20200205,MA-JAなし,,,,,,,,
I,K-13801KA,1,1,MA-K-13801KA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160520,,,新規部品対応,,,,,,,,
I,5529-501CA42,1,1,LA-5529-501CA42-DF,1,1,L1-5529-501CA42,1,1,MA-5529-501CA42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160523,,,新規部品対応,,,,,,,,
I,3504-501AA30,1,1,L1-3504-501AA30,1,1,MA-3504-501AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160523,,,新規部品対応,,,,,,,,
I,1035-406BA30,1,1,LA-1035-406BA30-MC,1,1,LA-1035-406BA30-D,1,1,L1-1035-406BA30,1,1,MA-1035-406BA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160525,,,新規部品対応,,,,,,,,
I,1551-401EA38,1,1,LA-1551-401AA38-DF,1,1,LA-1551-401AA38-D,1,1,L1-1551-401AA38,1,1,MA-1551-401AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160525,,,新規部品対応,,,,,,,,
I,161-406RE42,1,1,LA-161-406RE42-MC,1,1,LA-161-406RE42-D,1,1,L1-161-406RE42,1,1,MA-161-406RE42,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160525,,,新規部品対応,,,,,,,,
I,1635-401BA38,1,1,LA-1635-401AA38-DF,1,1,LA-1635-401AA38-D,1,1,L1-1635-401AA38,1,1,MA-1635-401AA38,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160525,,,新規部品対応,,,,,,,,
I,3504-608BA30,1,1,L1-3504-608AA30,1,1,MA-3504-608AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160525,岩下,20221117,厚み50ミリ越えの為、1枚取り,,,,,,,,
I,161-404ACG,1,1,MA-161-404ACC,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160525,杉本,20170906,PA工程を内作化,,,,,,,,
I,1155-102AB,1,1,MA-1155-102AB,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160525,,,新規部品対応,,,,,,,,
I,1331-102UA,1,1,MA-1331-102UA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160525,,,新規部品対応,,,,,,,,
I,3139-502BA42,47,1,MA-RH-0175KD-21AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160526,,,新規部品対応,,,,,,,,
I,3145-502BA36,1,1,L1-3153-502AC36,1,1,MA-600-502AA36,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160527,岩下,20230309,ブロックMA-RH-0175KD-21AA⇒3153－502ACへ変更,,,,,,,,
I,748-666AA30,1,4,L1-560-66630-DRUM,1,1,MA-560-66630-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160530,岩下,20221104,MA、Ｌ1-DRUM化,,,,,,,,
I,3236-651AB30,1,4,L1-625-65130-DRUM,1,1,MA-625-65130-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160530,山田,20180913,L1（黒皮剥き）外作化,,,,,,,,
I,3236-608AA34,1,1,L1-882-608AA34,1,3,MA-973-608AA34-DRUM,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160530,,,新規部品対応,,,,,,,,
H,110-461C34,1,1,L1-110-461C34-S,1,1,MA-110-461C34-S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160606,,,,,,,,,,,
H,87-405EA30,1,1,L1-87-405EA30,1,1,MA-87-40530,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160606,菅谷,20180412,#NAME?,,,,,,,,
I,3153-502EB34,37,1,MA-RH-0175KD-21AA,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160606,,,新規部品対応,,,,,,,,
I,161-406CF33,1,1,LA-161-406CF33-MC,1,1,LA-161-406CE33-D,1,1,L1-161-406CE33,1,1,MA-161-406CE33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160609,,,新規部品対応,,,,,,,,
I,5145-502EA09,1,1,L1-59-502B09,1,1,MA-59-502B09,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160609,,,新規部品対応,,,,,,,,
I,3145-502ZA30,1,1,L1-3153-502AC30,1,1,MA-600-502AA30,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,杉本,20160609,岩下,20230309,ブロックMA-RH-0175KD-21AA⇒3153－502ACへ変更,,,,,,,,
