OYAHMCD,SEQ,STRNO,OYAREVNO,STRSEQ,KOHMCD,SIZEX,SIZEY,SIZEZ,SHAPEQTY,OYAQTYKBN,OYAQTY,OYAUNIT,KOQTY,KOUNIT,VALDEC,HASUKBN,NOTE,REVNOTE,REVDT,REVTANCD,VALFLG
165-256BA0700,1,1,1,1,MA-165-256BA0700,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-256BA0800,1,1,1,1,MA-165-256BA0800,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-256BA0930,1,1,1,1,MA-165-256BA1333,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-256BA1081,1,1,1,1,MA-165-256BA1081,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-256BA1150,1,1,1,1,MA-165-256BA1531,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-256BA1333,1,1,1,1,MA-165-256BA1333,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-256BA1531,1,1,1,1,MA-165-256BA1531,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-256BA1680,1,1,1,1,MA-165-256BA1680,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-444NB,1,1,1,1,MA-165-444NB,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-444PD,1,1,1,1,MA-165-444PD,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-444QC,1,1,1,1,MA-165-444QC,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-444RC,1,1,1,1,MA-165-444RC,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-444SD,1,1,1,1,MA-165-444SD,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-444UA,1,1,1,1,MA-165-444UA,,,,1,1,1,PC,1,PC,0,1,,,,,1
165-444UC,1,1,1,1,MA-165-444UC,,,,1,1,1,PC,1,PC,0,1,,,,,1
167-310DA,1,1,1,1,MA-167-310DA,,,,1,1,1,PC,1,PC,0,1,,,,,1
167-703AA,1,1,1,1,MA-167-703AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
167-703BA,1,1,1,1,MA-167-703BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
167-703BB,1,1,1,1,MA-167-703BB,,,,1,1,1,PC,1,PC,0,1,,,,,1
171-307BA,1,1,1,1,MA-171-307BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
171-307BB,1,1,1,1,MA-171-307BB,,,,1,1,1,PC,1,PC,0,1,,,,,1
171-307CA,1,1,1,1,MA-171-307CA,,,,1,1,1,PC,1,PC,0,1,,,,,1
171-307CB,1,1,1,1,MA-171-307CB,,,,1,1,1,PC,1,PC,0,1,,,,,1
171-444FA,1,1,1,1,MA-171-444AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105DA24,1,1,1,1,MA-1731-105DA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105DB24,1,1,1,1,MA-1731-105DB24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105DC14,1,1,1,1,MA-1731-105DC14,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105DC18,1,1,1,1,MA-1731-105DC18,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105DC24,1,1,1,1,MA-1731-105DC24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105EA24,1,1,1,1,MA-1731-105EA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105EB14,1,1,1,1,MA-1731-105EB14,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105EB18,1,1,1,1,MA-1731-105EB18,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105EB24,1,1,1,1,MA-1731-105EB24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105FA24,1,1,1,1,MA-1731-105FA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105FB24,1,1,1,1,MA-1731-105FB24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105FC14,1,1,1,1,MA-1731-105FC14,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105FC18,1,1,1,1,MA-1731-105FC18,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105FC24,1,1,1,1,MA-1731-105FC24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105HA24,1,1,1,1,MA-1731-105HA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105HB24,1,1,1,1,MA-1731-105HB24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105JA24,1,1,1,1,MA-1731-105JA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105JB24,1,1,1,1,MA-1731-105JB24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105KA24,1,1,1,1,MA-1731-105KA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-105KB24,1,1,1,1,MA-1731-105KB24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-125AB,1,1,1,1,MA-1731-125AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-125BA,1,1,1,1,MA-1731-125BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-127AA,1,1,1,1,MA-1731-127AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-127BA,1,1,1,1,MA-1731-127BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-12A01AA14,1,1,1,1,MA-1731-12A01AA14,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-12A01AA18,1,1,1,1,MA-1731-12A01AA18,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-12A01AA24,1,1,1,1,MA-1731-12A01AA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-12A01BA24,1,1,1,1,MA-1731-12A01BA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-307AA,1,1,1,1,MA-1731-307AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-307BA,1,1,1,1,MA-1731-307BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-307CA,1,1,1,1,MA-1731-307CA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-307CB,1,1,1,1,MA-1731-307CB,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-307EA,1,1,1,1,MA-1731-307EA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-307FA,1,1,1,1,MA-1731-307FA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-307FB,1,1,1,1,MA-1731-307FB,,,,1,1,1,PC,1,PC,0,1,,,,,1
1731-311AA,1,1,1,1,MA-1731-311AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-12A01AA17,1,1,1,1,MA-1751-12A01AA17,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-12A01AA24,1,1,1,1,MA-1751-12A01AA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-12A01BA17,1,1,1,1,MA-1751-12A01BA17,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-12A01BA24,1,1,1,1,MA-1751-12A01BA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-12A01CA17,1,1,1,1,MA-1751-12A01CA17,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-12A01CA24,1,1,1,1,MA-1751-12A01CA24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-420AA12,1,1,1,1,MA-1751-420AA12,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-420AC17,1,1,1,1,MA-1751-420AC17,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-420AC24,1,1,1,1,MA-1751-420AC24,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-444CA,1,1,1,1,MA-1751-444CA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1751-448AB,1,1,1,1,MA-1751-448AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-444AA,1,1,1,1,MA-1831-444AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-444AB,1,1,1,1,MA-1831-444AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
1831-444BA,1,1,1,1,MA-1831-444BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
19-310,1,1,1,1,MA-19-310,,,,1,1,1,PC,1,PC,0,1,,,,,1
1931-290AA,1,1,1,1,MA-1931-290AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1931-290BA,1,1,1,1,MA-1931-290BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1931-290CA,1,1,1,1,MA-1931-290CA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1931-290DA,1,1,1,1,MA-1931-290DA,,,,1,1,1,PC,1,PC,0,1,,,,,1
1931-290EA,1,1,1,1,MA-1931-290EA,,,,1,1,1,PC,1,PC,0,1,,,,,1
19B-112,1,1,1,1,MA-19B-112,,,,1,1,1,PC,1,PC,0,1,,,,,1
19B-304-230,1,1,1,1,MA-19B-304-230,,,,1,1,1,PC,1,PC,0,1,,,,,1
19B-304B-160,1,1,1,1,MA-19B-304B-160,,,,1,1,1,PC,1,PC,0,1,,,,,1
19B-304B-230,1,1,1,1,MA-19B-304B-230,,,,1,1,1,PC,1,PC,0,1,,,,,1
19B-444DA,1,1,1,1,MA-19B-444DA,,,,1,1,1,PC,1,PC,0,1,,,,,1
201-646BA,1,1,1,1,MA-201-646BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-207-1251,1,1,1,1,MA-20-207-1251,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-226-1091,1,1,1,1,MA-20-226-1091,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-236,1,1,1,1,MA-20-236,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-236AA,1,1,1,1,MA-20-236AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-236AB,1,1,1,1,MA-20-236AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-252,1,1,1,1,MA-20-252,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-275AHS,1,1,1,1,MA-20-275AHS,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-275AS,1,1,1,1,MA-20-275AS,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-275BHB,1,1,1,1,MA-20-275BHB,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-275BHS,1,1,1,1,MA-20-275BHS,,,,1,1,1,PC,1,PC,0,1,,,,,1
20-275BS,1,1,1,1,MA-20-275BS,,,,1,1,1,PC,1,PC,0,1,,,,,1
2153-210AA,1,1,1,1,MA-2153-210AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2153-211AA,1,1,1,1,MA-2153-211AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2153-212AA,1,1,1,1,MA-2153-212AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2153-214AA,1,1,1,1,MA-2153-214AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2153-230AA0200,1,1,1,1,MA-2153-230AA0200,,,,1,1,1,PC,1,PC,0,1,,,,,1
2153-232AA,1,1,1,1,MA-2153-232AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2153-233AA,1,1,1,1,MA-2153-233AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-204AA,1,1,1,1,MA-2172-204AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-204AB,1,1,1,1,MA-2172-204AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-205AA,1,1,1,1,MA-2172-205AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-205AB,1,1,1,1,MA-2172-205AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-205AC,1,1,1,1,MA-2172-205AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-208AB1333,1,1,1,1,MA-2172-208AB1333,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-220AA1333,1,1,1,1,MA-165-220HB1333,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-220AB1333,1,1,1,1,MA-165-220HC1333,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-220AC1333,1,1,1,1,MA-2172-220AC1333,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-232AA1333,1,1,1,1,MA-2172-232AA1333,,,,1,1,1,PC,1,PC,0,1,,,,,1
2172-232AB1333,1,1,1,1,MA-2172-232AB1333,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-250AB2200,1,1,1,1,MA-2185-250AB2200,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-250AB2500,1,1,1,1,MA-2185-250AB2500,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-250AB2650,1,1,1,1,MA-2185-250AB2650,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-250BA2200,1,1,1,1,MA-2185-250BA2200,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-250BA2500,1,1,1,1,MA-2185-250BA2500,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-250BA2650,1,1,1,1,MA-2185-250BA2650,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-250BB2200,1,1,1,1,MA-2185-250BB2200,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-250BB2500,1,1,1,1,MA-2185-250BB2500,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-250BB2650,1,1,1,1,MA-2185-250BB2650,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-259CA2200-1A,1,1,1,1,MA-1331-259JA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-259CA2500-1A,1,1,1,1,MA-1331-259JA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2185-259CA2650-1A,1,1,1,1,MA-1331-259JA,,,,1,1,1,PC,1,PC,0,1,,,,,1
2190-250AA2350,1,1,1,1,MA-2190-250AA2350,,,,1,1,1,PC,1,PC,0,1,,,,,1
21A1-256AA1471,1,1,1,1,MA-1331-204LA-ROLL,,,,1,1,1,PC,0.5,PC,0,1,,,,,1
21A1-256BA1471,1,1,1,1,MA-1331-204LA-ROLL,,,,1,1,1,PC,0.5,PC,0,1,,,,,1
220-680-B,1,1,1,1,MA-220-680-B,,,,1,1,1,PC,1,PC,0,1,,,,,1
225-539CA,1,1,1,1,MA-225-539CA,,,,1,1,1,PC,1,PC,0,1,,,,,1
225-661,1,1,1,1,MA-225-661,,,,1,1,1,PC,1,PC,0,1,,,,,1
225-666B,1,1,1,1,MA-225-666B,,,,1,1,1,PC,1,PC,0,1,,,,,1
225-680-A,1,1,1,1,MA-225-680-A,,,,1,1,1,PC,1,PC,0,1,,,,,1
225-681-A,1,1,1,1,MA-225-681-A,,,,1,1,1,PC,1,PC,0,1,,,,,1
225-681-B,1,1,1,1,MA-225-681-B,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-531A30,1,1,1,1,MA-226-531A30,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-531A33,1,1,1,1,MA-226-531A33,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-531AA36,1,1,1,1,MA-226-531AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-531B30,1,1,1,1,MA-226-531B30,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-531B33,1,1,1,1,MA-226-531B33,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-531BA36,1,1,1,1,MA-226-531BA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-531C30,1,1,1,1,MA-226-531C30,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-531C33,1,1,1,1,MA-226-531C33,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-531CA36,1,1,1,1,MA-226-531CA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633A30,1,1,1,1,MA-226-633A30,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633AA36,1,1,1,1,MA-226-633AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633BA36,1,1,1,1,MA-226-633BA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633CA36,1,1,1,1,MA-226-633CA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633D30,1,1,1,1,MA-226-633D30,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633DA36,1,1,1,1,MA-226-633DA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633E30,1,1,1,1,MA-226-633E30,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633EA36,1,1,1,1,MA-226-633EA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633FA33,1,1,1,1,MA-226-633FA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633GA33,1,1,1,1,MA-226-633GA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633HA33,1,1,1,1,MA-226-633HA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633JA33,1,1,1,1,MA-226-633JA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
226-633KA33,1,1,1,1,MA-226-633KA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
266-633FA33,1,1,1,1,MA-266-633FA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
266-633GA33,1,1,1,1,MA-266-633GA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
266-633HA33,1,1,1,1,MA-266-633HA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
266-633JA33,1,1,1,1,MA-266-633JA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
266-633KA33,1,1,1,1,MA-266-633KA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
266-633RA33,1,1,1,1,MA-266-633RA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
267-651,1,1,1,1,MA-267-651,,,,1,1,1,PC,1,PC,0,1,,,,,1
269-661A30,1,1,1,1,MA-269-661A30,,,,1,1,1,PC,1,PC,0,1,,,,,1
269-661A33,1,1,1,1,MA-269-661A33,,,,1,1,1,PC,1,PC,0,1,,,,,1
274-502AA,1,1,1,1,MA-274-502AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
278-609B,1,1,1,1,MA-278-609B,,,,1,1,1,PC,1,PC,0,1,,,,,1
278-609B33,1,1,1,1,MA-278-609B33,,,,1,1,1,PC,1,PC,0,1,,,,,1
283-610AA33,1,1,1,1,MA-283-610AA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
283-633AA33,1,1,1,1,MA-283-633AA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
283-633BA33,1,1,1,1,MA-283-633BA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
283-633CA33,1,1,1,1,MA-283-633CA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
3120-605AA,1,1,1,1,MA-3120-605AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3139-605AA,1,1,1,1,MA-3139-605AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3144-609AA,1,1,1,1,MA-3144-609AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3144-609BA,1,1,1,1,MA-3144-609BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3144-609CA,1,1,1,1,MA-3144-609CA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3149-609AA,1,1,1,1,MA-3149-609AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3151-508AA30,1,1,1,1,MA-3151-508AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3151-508AA34,1,1,1,1,MA-3151-508AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3151-508BA30,1,1,1,1,MA-3151-508BA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3151-508BA34,1,1,1,1,MA-3151-508BA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
3153-508AA30,1,1,1,1,MA-3153-508AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3154-609AA3,1,1,1,1,MA-3154-609AA3,,,,1,1,1,PC,1,PC,0,1,,,,,1
3154-609AA7,1,1,1,1,MA-3154-609AA7,,,,1,1,1,PC,1,PC,0,1,,,,,1
3237-508AA26,1,1,1,1,MA-3237-508AA26,,,,1,1,1,PC,1,PC,0,1,,,,,1
3340-609AA3,1,1,1,1,MA-3340-609AA3,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-61051AA36,1,1,1,1,MA-3501-61051AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-61051CA36,1,1,1,1,MA-3501-61051CA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-66002AA00,1,1,1,1,MA-3501-66002AA00,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-66052AA36,1,1,1,1,MA-3501-66052AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-66052BA36,1,1,1,1,MA-3501-66052BA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-66053AA36,1,1,1,1,MA-3501-66053AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-66053CA36,1,1,1,1,MA-3501-66053CA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-66053DA36,1,1,1,1,MA-3501-66053DA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-66053EB26,1,1,1,1,MA-3501-66053EB26,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-66053EB36,1,1,1,1,MA-3501-66053EB36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3501-66053FA36,1,1,1,1,MA-3501-66053FA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
3502-607AB,1,1,1,1,MA-3502-607AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
3504-607AA,1,1,1,1,MA-3504-607AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
3504-607AB,1,1,1,1,MA-3504-607AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
3504-607AC,1,1,1,1,MA-3504-607AC,,,,1,1,1,PC,1,PC,0,1,,,,,1
350-503,1,1,1,1,MA-350-503,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-633BA33,1,1,1,1,MA-352B-633BA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-633CA30,1,1,1,1,MA-352B-633CA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-633CA33,1,1,1,1,MA-352B-633CA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-633DA30,1,1,1,1,MA-352B-633DA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-633DA34,1,1,1,1,MA-352B-633DA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
352B-651AA,1,1,1,1,MA-352B-651AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
354-631,1,1,1,1,MA-354-631,,,,1,1,1,PC,1,PC,0,1,,,,,1
3551-509AA,1,1,1,1,MA-3551-509AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3551-609AA,1,1,1,1,MA-3551-609AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3551-609AB,1,1,1,1,MA-3551-609AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
355-633FA30,1,1,1,1,MA-355-633FA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
355-633GA30,1,1,1,1,MA-355-633GA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
355-633HA30,1,1,1,1,MA-355-633HA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
3609-545AA,1,1,1,1,MA-3609-545AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
3662-662AC,1,1,1,1,MA-3662-662AC,,,,1,1,1,PC,1,PC,0,1,,,,,1
4104-607AA,1,1,1,1,MA-4104-607AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
4104-607AB,1,1,1,1,MA-4104-607AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
4406-604AB,1,1,1,1,MA-4406-604AB,,,,1,1,1,PC,1,PC,0,1,,,,,1
4412-435BA30,1,1,1,1,MA-4412-435BA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-532AA30,1,1,1,1,MA-485-532AA30,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-532AA34,1,1,1,1,MA-485-532AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533AA33,1,1,1,1,MA-485-533AA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533AA34,1,1,1,1,MA-485-533AA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533AB30,1,1,1,1,MA-485-533AB30,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533BA33,1,1,1,1,MA-485-533BA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533BA34,1,1,1,1,MA-485-533BA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533BB30,1,1,1,1,MA-485-533BB30,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533CA33,1,1,1,1,MA-485-533CA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533CA34,1,1,1,1,MA-485-533CA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533CB30,1,1,1,1,MA-485-533CB30,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533DA33,1,1,1,1,MA-485-533DA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533DA34,1,1,1,1,MA-485-533DA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533DB30,1,1,1,1,MA-485-533DB30,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533EA33,1,1,1,1,MA-485-533EA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533EA34,1,1,1,1,MA-485-533EA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-533EB30,1,1,1,1,MA-485-533EB30,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-633BA36,1,1,1,1,MA-485-633BA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-633DA34,1,1,1,1,MA-485-633DA34,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-634AA,1,1,1,1,MA-485-634AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
485-651AA,1,1,1,1,MA-485-651AA,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-531AA33,1,1,1,1,MA-5202-531AA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-531AA36,1,1,1,1,MA-5202-531AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-531BA33,1,1,1,1,MA-5202-531BA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-531BA36,1,1,1,1,MA-5202-531BA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-531CA33,1,1,1,1,MA-5202-531CA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-531CA36,1,1,1,1,MA-5202-531CA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-545BA,1,1,1,1,MA-5202-545BA,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-633AA36,1,1,1,1,MA-5202-633AA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-633BA33,1,1,1,1,MA-5202-633BA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-633BA36,1,1,1,1,MA-5202-633BA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-633CA33,1,1,1,1,MA-5202-633CA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-633CA36,1,1,1,1,MA-5202-633CA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-633DA36,1,1,1,1,MA-5202-633DA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5202-633EA36,1,1,1,1,MA-5202-633EA36,,,,1,1,1,PC,1,PC,0,1,,,,,1
5203-533AA33,1,1,1,1,MA-5203-533AA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
5203-533BA33,1,1,1,1,MA-5203-533BA33,,,,1,1,1,PC,1,PC,0,1,,,,,1
